die Stadt
die Arbeit
die Uhr
die Zeit
die Stunde
die Firma
die Idee
die Tür
die Nacht
die Aufgabe
die Minute
die Person
die Straße
die Lösung
die Schule
die Musik
die Frage
die Woche
die Antwort
die Meinung
die Geschichte
die Reise
die Wohnung
die Regel
die Prüfung
die Wand
die Tasche
die Diskussion
die Sonne
die Hand
die Gruppe
die Gefahr
die Hilfe
die Lage
die Kosten
die Familie
die Entscheidung
die Nachricht
die Situation
die Regeln
die Rede
die Ecke
die Stimme
die Regierung
die Jahre
die Wahl
die Erkenntnis
die Quelle
die Daten
die Mauer
die Küche
die Eltern
die Krankheit
die Feier
die Änderung
die Kraft
die Pause
die Krise
die Spitze
die Maschine
die Bank
die Forschung
die Wahrheit
die Rolle
die Mutter
die Freude
die Klasse
die Frau
die Welt
die Sorge
die E-Mail
die Kontrolle
die Ursache
die Seite
die Erde
die Polizei
die Schicht
die Informationen
die Energie
die Bücher
die Erklärung
die Technik
die Zukunft
die Pflanze
die Größe
die Methode
die Natur
die Ressource
die Veränderung
die Mannschaft
die Führung
die Ahnung
die Übung
die Darstellung
die Tatsache
die Mathematik
die Kamera
die Batterie
die Gesellschaft
die Blumen
die Vorstellung
die Bewegung
die Details
die Beschwerde
die Art
die Erfahrung
die Leistung
die Einheit
die Organisation
die Wolke
die Diagnose
die Dunkelheit
die Sprache
die Bedeutung
die Kunst
die Ware
die Aussage
die Planung
die Form
die Fahrt
die Reihe
die Blätter
die Zeitung
die Produkte
die Region
die Blume
die Tätigkeit
die Rechnung
die Besprechung
die Sache
die Geduld
die Chance
die Öffentlichkeit
die Maßnahme
die Nähe
die Tradition
die Farbe
die Ruhe
die Anforderung
die Post
die Entdeckung
die Gerechtigkeit
die Folge
die Bahn
die Aufnahme
die Präsentation
die Literatur
die Sicht
die Reaktion
die Heimat
die Ausstellung
die Hausaufgaben
die Analyse
die Untersuchung
die Bestimmung
die Angst
die Regelung
die USA
die Scheiße
die AfD
die Gegend
die Karte
die Box
die Universität
die Ausnahme
die Freiheit
die Flasche
die Grenze
die Gelegenheit
die Verbindung
die Materie
die Software
die Möglichkeit
die Gewalt
die Abgeordnete
die Investition
die Realität
die Erwartung
die Information
die Kommunikation
die Fähigkeit
die Integration
die Mitternacht
