|lemma|lemma_correct
18367.0|Kartoffel|die Kartoffel
18370.0|Haufen|der Haufen
18376.0|Takt|der Takt
18380.0|Zigarette|die Zigarette
18382.0|Pfütze|die Pfütze
18384.0|Urin|der Urin
18386.0|Rudel|das Rudel
18387.0|Ratte|die Ratte
18406.0|durchstreifen|durchstreifen
18409.0|Kohle|die Kohle
18410.0|schaufeln|schaufeln
18413.0|Ofen|der Ofen
18423.0|Schiff|das Schiff
18425.0|nirgendwo|nirgendwo
18473.0|rostbraun|rostbraun
18474.0|Flecken|der Flecken
18479.0|Deck|das Deck
18484.0|jahrzehntelang|jahrzehntelang
18502.0|Leck|das Leck
18505.0|Tropfen|der Tropfen
18505.001|Tropfen|das Tropfen
18507.0|Parkett|das Parkett
18517.0|Etage|die Etage
18523.0|Klasse|die Klasse
18524.0|Möbel|das Möbel
18553.0|stundenlang|stundenlang
18555.0|Begleitmusik|die Begleitmusik
18557.0|Untergang|der Untergang
18560.0|schaudern|schaudern
18568.0|anschauen|anschauen
18571.0|Bauer|der Bauer
18571.001|Bauer|das Bauer
18576.0|ersaufen|ersaufen
18582.0|Rettungsring|der Rettungsring
18583.0|Boot|das Boot
18583.001|Boot|der Boot
18585.0|Westen|der Westen
18587.0|konstruktiv|konstruktiv
18607.0|Wrack|das Wrack
18674.0|vermutlich|vermutlich
18683.0|Kontinent|der Kontinent
18685.0|zurückkommen|zurückkommen
18696.0|Junge|der Junge
18702.0|Tablette|die Tablette
18715.0|Hartz|Hartz
18716.0|IV|IV
18722.0|Socke|die Socke
18724.0|sparen|sparen
18745.0|darum|darum
18766.0|Narbe|die Narbe
18768.0|Handgelenk|das Handgelenk
18775.0|Wüstenspringmaus|die Wüstenspringmaus
18777.0|Tesafilm|der Tesafilm
18778.0|kleben|kleben
18837.0|Mopp|der Mopp
18841.0|Ei|das Ei
18843.0|uh|uh
18849.0|Langeweile|die Langeweile
18863.0|Heinz|der Heinz
18870.0|Kiesinger|Kiesinger
18884.0|Geldwäsche|die Geldwäsche
18886.0|erfolgreich|erfolgreich
18896.0|ausruhen|ausruhen
18900.0|Jubel|der Jubel
18906.0|ausbuhen|ausbuhen
18907.0|Hater|der Hater
18919.0|kombinieren|kombinieren
18922.0|konzentriert|konzentriert
18927.0|jemals|jemals
18928.0|rezensieren|rezensieren
18929.0|irren|irren
18939.0|aufschreiben|aufschreiben
18940.0|ausfeilen|ausfeilen
18941.0|aufnehmen|aufnehmen
18942.0|rausbringen|rausbringen
18944.0|ALG|ALG
18945.0|Label|das Label
18948.0|auftreten|auftreten
18949.0|aufregen|aufregen
18951.0|auflösen|auflösen
18954.0|Bobby|der Bobby
18956.0|unterschreiben|unterschreiben
18991.0|Parkverbot|das Parkverbot
18992.0|Katzenwäsche|die Katzenwäsche
18996.0|hochwürgen|hochwürgen
19007.0|Pick|der Pick
19008.0|Enkeltrick|der Enkeltrick
19011.0|Felge|die Felge
19039.0|Viehtransport|der Viehtransport
19041.0|signieren|signieren
19043.0|Deal|der Deal
19053.0|Warnung|die Warnung
19057.0|Rechtsberatung|Rechtsberatung
19059.0|Geschäftsgebaren|das Geschäftsgebaren
19062.0|Sahne|die Sahne
19066.0|Chefetage|die Chefetage
19068.0|Sekte|die Sekte
19118.0|Feind|der Feind
19144.0|Boris|Boris
19145.0|Becker|Becker
19153.0|der Hoffnungsträger|der Hoffnungsträger
19161.0|Hockeyschläger|Hockeyschläger
19163.0|dahinfahren|dahinfahren
19176.0|Haartransplantation|Haartransplantation
19189.0|Düsseldorf|Düsseldorf
19195.0|insgesamt|insgesamt
19209.0|Megafon|das Megafon
19220.0|Plan|der Plan
19225.0|betreiben|betreiben
19228.0|scheißegal|scheißegal
19277.0|Latein|Latein
19278.0|Physik|die Physik
19280.0|Speicher|der Speicher
19281.0|glühen|glühen
19291.0|detailverliebt|detailverliebt
19303.0|Blackout|der Blackout
19303.001|Blackout|das Blackout
19321.0|Hauptplatine|die Hauptplatine
19325.0|Jahreszahl|die Jahreszahl
19326.0|divers|divers
19327.0|Bauernkrieg|der Bauernkrieg
19337.0|brr|brr
19338.0|Hallo|das Hallo
19351.0|Kabelsalat|der Kabelsalat
19354.0|Songtext|der Songtext
19360.0|Suche|die Suche
19362.0|geschmackvoll|geschmackvoll
19363.0|Witz|der Witz
19366.0|gutmachen|gutmachen
19372.0|zusammenhangslos|zusammenhangslos
19376.0|Tanzbewegung|die Tanzbewegung
19382.0|Fläche|die Fläche
19387.0|der Combo|die Combo
19392.0|fies|fies
19401.0|Körpersprache|die Körpersprache
19405.0|farblich|farblich
19408.0|Eidechse|die Eidechse
19412.0|Gespür|das Gespür
19415.0|Pulli|der Pulli
19419.0|matchen|matchen
19422.0|Mindset|Mindset
19426.0|reißfest|reißfest
19427.0|Schmuckstück|das Schmuckstück
19431.0|kleiden|kleiden
19484.0|auskennen|auskennen
19498.0|aufrichtig|aufrichtig
19499.0|Anteilnahme|die Anteilnahme
19519.0|Skill|Skill
19524.0|Beach-Party|Beach-Party
19527.0|der Artikel|der Artikel
19528.0|Same|der Same
19539.0|somit|somit
19543.0|Kopfsprung|der Kopfsprung
19549.0|Statistik|die Statistik
19564.0|Liebesgefühl|das Liebesgefühl
19566.0|Biochemie|die Biochemie
19570.0|resultieren|resultieren
19577.0|unbefangen|unbefangen
19579.0|ansprechen|ansprechen
19583.0|berechnen|berechnen
19585.0|Ehekrise|die Ehekrise
19587.0|Anwaltskosten|Anwaltskosten
19596.0|die Lagerhalle|die Lagerhalle
19597.0|Gehen|das Gehen
19615.0|Sozialverhalten|Sozialverhalten
19681.0|Leichtigkeit|die Leichtigkeit
19778.0|menschenleer|menschenleer
19789.0|Treppenhaus|das Treppenhaus
19790.0|begünstigen|begünstigen
19791.0|Augenkrebs|Augenkrebs
19795.0|dunkel|dunkel
19800.0|Nachhauseweg|der Nachhauseweg
19805.0|grob|grob
19808.0|träumen|träumen
19813.0|Pest|die Pest
19816.0|Heuwagen|der Heuwagen
19833.0|Amt|das Amt
19834.0|walten|walten
19846.0|Sandsturm|der Sandsturm
19848.0|Gegenwind|der Gegenwind
19849.0|weswegen|weswegen
19852.0|daneben|daneben
19860.0|Nebenjob|der Nebenjob
19879.0|Märchenschloss|Märchenschloss
19883.0|erwarten|erwarten
19889.0|Pferd|das Pferd
19927.0|Uhrzeit|die Uhrzeit
19933.0|Stich|der Stich
19938.0|woke|woke
19945.0|Kunde|der Kunde
19945.001|Kunde|die Kunde
19951.0|Höflichkeit|die Höflichkeit
19961.0|Geruch|der Geruch
19964.0|Körpersaft|der Körpersaft
19977.0|Trinkgeld|das Trinkgeld
19979.0|extra|extra
19995.0|verrinnen|verrinnen
19997.0|humpeln|humpeln
20013.0|unerhört|unerhört
20084.0|hochverehrt|hochverehrt
20085.0|Publikum|das Publikum
20086.0|vorab|vorab
20094.0|ergreifen|ergreifen
20099.0|Gehör|das Gehör
20108.0|zwanzig|zwanzig
20111.0|Rechnung|die Rechnung
20113.0|begleichen|begleichen
20114.0|Erwarten|das Erwarten
20118.0|Stelle|die Stelle
20123.0|freistehen|freistehen
20127.0|wählen|wählen
20144.0|ergeben|ergeben
20148.0|Aachen|Aachen
20149.0|schmücken|schmücken
20152.0|Wikipedia|die Wikipedia
20156.0|Bekannter|der Bekannter
20157.0|Schüler|der Schüler
20167.0|grundsätzlich|grundsätzlich
20188.0|Geschädigter|der Geschädigter
20192.0|Mathe|die Mathe
20207.0|arbeitsam|arbeitsam
20209.0|tugendhaft|tugendhaft
20211.0|preußisch|preußisch
20213.0|ähnlich|ähnlich
20217.0|Ja|das Ja
20219.0|amen|amen
20223.0|Vokabel|die Vokabel
20223.001|Vokabel|das Vokabel
20224.0|lernen|lernen
20227.0|verpfeifen|verpfeifen
20231.0|Hilfssheriff|der Hilfssheriff
20233.0|Lehrkörper|der Lehrkörper
20237.0|aufmüpfig|aufmüpfig
20247.0|Direktor|der Direktor
20248.0|zitieren|zitieren
20249.0|präventiv|präventiv
20256.0|rausschmeißen|rausschmeißen
20264.0|geschweige|geschweige
20281.0|Note|die Note
20288.0|Exklusion|Exklusion
20298.0|exkludieren|exkludieren
20301.0|sorgen|sorgen
20307.0|Bestrafung|die Bestrafung
20309.0|beobachten|beobachten
20327.0|Amen|das Amen
20363.0|Ansatz|der Ansatz
20373.0|jugendlich|jugendlich
20377.0|kiffen|kiffen
20380.0|Rapmusik|Rapmusik
20401.0|Entlassung|die Entlassung
20446.0|Schülerin|die Schülerin
20451.0|besprechen|besprechen
20469.0|wichtig|wichtig
20473.0|Musiker|der Musiker
20500.0|bereisen|bereisen
20509.0|einprägen|einprägen
20561.0|das Bedürfnis|das Bedürfnis
20569.0|woran|woran
20575.0|flüstern|flüstern
20591.0|staunen|staunen
20602.0|beliebt|beliebt
20607.0|trauen|trauen
20639.0|auflehnen|auflehnen
20646.0|meistens|meistens
20648.0|behandeln|behandeln
20658.0|verwandeln|verwandeln
20677.0|blind|blind
20681.0|Vorwurf|der Vorwurf
20693.0|unterdrücken|unterdrücken
20699.0|Wärme|die Wärme
20703.0|binden|binden
20724.0|Stolz|der Stolz
20739.0|beschützen|beschützen
20744.0|zusammenbrechen|zusammenbrechen
20752.0|funken|funken
20764.0|pumpen|pumpen
20809.0|verschandeln|verschandeln
20820.0|bedanken|bedanken
20839.0|füttern|füttern
20854.0|Wirklichkeit|die Wirklichkeit
20859.0|feige|feige
20871.0|spüren|spüren
20874.0|Bestätigung|die Bestätigung
20889.0|Eis|das Eis
20902.0|enttäuschen|enttäuschen
20911.0|verarschen|verarschen
20923.0|verkaufen|verkaufen
20937.0|gebären|gebären
20950.0|bewohnen|bewohnen
21010.0|ergründen|ergründen
21055.0|Park|der Park
21066.0|Kreislauf|der Kreislauf
21067.0|beleben|beleben
21076.0|ablegen|ablegen
21083.0|eindösen|eindösen
21092.0|liken|liken
21124.0|verlaufen|verlaufen
21142.0|französisch|französisch
21159.0|Lokal|das Lokal
21163.0|Wegesrand|der Wegesrand
21177.0|Vergänglichkeit|die Vergänglichkeit
21212.0|markieren|markieren
21246.0|tan|tan
21262.0|halbwegs|halbwegs
21287.0|Arzt|der Arzt
21296.0|blass|blass
21379.0|Pickel|der Pickel
21383.0|schief|schief
21388.0|joggen|joggen
21395.0|Freibad|das Freibad
21464.0|ungeschminkt|ungeschminkt
21472.0|verbiegen|verbiegen
21556.0|Zimmer|das Zimmer
21558.0|Mondschein|der Mondschein
21565.0|reflektieren|reflektieren
21572.0|durchdringen|durchdringen
21600.0|gestehen|gestehen
21634.0|Hülle|die Hülle
21657.0|Zungenspitze|die Zungenspitze
21699.0|künstlich|künstlich
21709.0|blinzeln|blinzeln
21711.0|verschmähen|verschmähen
21732.0|wortlos|wortlos
21746.0|entbehren|entbehren
21763.0|Eins|die Eins
21764.0|peng|peng
21767.0|Imperium|das Imperium
21769.0|injizieren|injizieren
21774.0|Helium|das Helium
21776.0|heben|heben
21779.0|Faust|die Faust
21781.0|Mephisto|Mephisto
21782.0|Gremium|das Gremium
21801.0|umlügen|umlügen
21803.0|Wahrheit|die Wahrheit
21809.0|Rede|die Rede
21819.0|Lüge|die Lüge
21841.0|Mozart|Mozart
21842.0|Requiem|das Requiem
21843.0|solo|solo
21846.0|Flöte|die Flöte
21862.0|Laufen|das Laufen
21869.0|nun|nun
21881.0|anhaben|anhaben
21884.0|Schleier|der Schleier
21890.0|Test|der Test
21901.0|Festplatte|die Festplatte
21902.0|unwiederbringlich|unwiederbringlich
21916.0|Besitz|der Besitz
21928.0|Austausch|der Austausch
21944.0|zurückkehren|zurückkehren
21951.0|verschenken|verschenken
21954.0|besiegen|besiegen
21967.0|Unendlichkeit|die Unendlichkeit
21968.0|verschwenden|verschwenden
21984.0|Labyrinth|das Labyrinth
22005.0|verschlingen|verschlingen
22019.0|Einzelteil|der Einzelteil
22019.001|Einzelteil|das Einzelteil
22020.0|auseinandernehmen|auseinandernehmen
22024.0|hundert|hundert
22026.0|erklimmen|erklimmen
22032.0|eintausend|eintausend
22037.0|ausreichen|ausreichen
22046.0|begreifen|begreifen
22054.0|scheinen|scheinen
22075.0|Kern|der Kern
22077.0|Kraft|die Kraft
22078.0|namens|namens
22079.0|X|das X
22087.0|entwischen|entwischen
22094.0|Mitte|die Mitte
22110.0|Beweis|der Beweis
22119.0|Zelle|die Zelle
22133.0|Keim|der Keim
22135.0|die Pflanze|die Pflanze
22160.0|reimen|reimen
22180.0|Fleisch|das Fleisch
22188.0|erlöschen|erlöschen
22191.0|tausendmal|tausendmal
22207.0|erblicken|erblicken
22258.0|Acht|die Acht
22265.0|währenddessen|währenddessen
22266.0|hunderttausend|hunderttausend
22268.0|entfachen|entfachen
22274.0|Pi|das Pi
22278.0|Zwilling|der Zwilling
22283.0|unendlich|unendlich
22297.0|diebisch|diebisch
22298.0|Pakt|der Pakt
22300.0|erschaffen|erschaffen
22301.0|zyklisch|zyklisch
22304.0|sterblich|sterblich
22306.0|welche|welche
22309.0|Unbegrenztheit|Unbegrenztheit
22316.0|Widerspruch|der Widerspruch
22320.0|Farbe|die Farbe
22338.0|Monster|das Monster
22364.0|Ziffer|die Ziffer
22368.0|zirkeln|zirkeln
22371.0|Wirbel|der Wirbel
22373.0|Buddha|der Buddha
22379.0|Hitler|Hitler
22385.0|umschlingen|umschlingen
22390.0|Zyklop|der Zyklop
22412.0|Kreis|der Kreis
22416.0|unzerstörbar|unzerstörbar
22426.0|erfahrbar|erfahrbar
22438.0|zirkulieren|zirkulieren
22442.0|Wesen|das Wesen
22455.0|weben|weben
22461.0|Ebene|die Ebene
22462.0|schweben|schweben
22469.0|Barriere|die Barriere
22471.0|Lassen|Lassen
22475.0|Wissen|das Wissen
22480.0|jener|jener
22490.0|zurückführen|zurückführen
22499.0|Gestern|das Gestern
22524.0|unbeweglich|unbeweglich
22580.0|unbegrenzt|unbegrenzt
22588.0|Fluß|Fluß
22592.0|Feuer|das Feuer
22594.0|Donner|der Donner
22597.0|Wert|der Wert
22598.0|weiterwachsen|weiterwachsen
22603.0|innerlich|innerlich
22606.0|äußerlich|äußerlich
22620.0|pflanzen|pflanzen
22630.0|ebenfalls|ebenfalls
22631.0|begrenzen|begrenzen
22646.0|Kränkung|die Kränkung
22648.0|manifestieren|manifestieren
22651.0|Beschränkung|die Beschränkung
22663.0|Materie|die Materie
22667.0|tränken|tränken
22670.0|Getrenntheit|Getrenntheit
22710.0|solange|solange
22726.0|fremd|fremd
22737.0|Sonnenbrille|die Sonnenbrille
22743.0|Kanal|der Kanal
22752.0|Reflexion|die Reflexion
22760.0|Treptow|Treptow
22761.0|fließen|fließen
22773.0|komisch|komisch
22780.0|günstig|günstig
22794.0|Waschmaschine|die Waschmaschine
22850.0|dauernd|dauernd
22971.0|anstehen|anstehen
22980.0|drankommen|drankommen
22982.0|die Blondine|die Blondine
22987.0|Türsteher|der Türsteher
22988.0|prüfen|prüfen
23009.0|Basilikum|das Basilikum
23013.0|Balkon|der Balkon
23015.0|Ali|Ali
23023.0|etwa|etwa
23026.0|Hautfarbe|die Hautfarbe
23029.0|Stroboskop|das Stroboskop
23041.0|gratis|gratis
23050.0|Disko|die Disko
23108.0|Fete|die Fete
23109.0|Klatschen|das Klatschen
23125.0|Machete|die Machete
23125.001|Machete|der Machete
23130.0|hey|hey
23134.0|Rakete|die Rakete
23143.0|verpissen|verpissen
23161.0|Sauna|die Sauna
23163.0|Schweden|Schweden
23242.0|Güte|die Güte
23250.0|Fass|das Fass
23254.0|Pfand|das Pfand
23254.001|Pfand|der Pfand
23268.0|Hopfen|der Hopfen
23454.0|schneien|schneien
23458.0|Jahreszeit|die Jahreszeit
23460.0|morgens|morgens
23528.0|zusehen|zusehen
23531.0|duschen|duschen
23554.0|Abend|der Abend
23630.0|verschweigen|verschweigen
23691.0|aufreißen|aufreißen
23693.0|Kalenderblatt|das Kalenderblatt
23694.0|herunter|herunter
23697.0|Jalousie|die Jalousie
23705.0|Katastrophe|die Katastrophe
23723.0|versäumen|versäumen
23751.0|Galgen|der Galgen
23754.0|Fahrtwind|der Fahrtwind
23758.0|Benzin|das Benzin
23759.0|aufgebracht|aufgebracht
23763.0|Trecker|der Trecker
23765.0|Berlin|Berlin
23766.0|Flugblatt|das Flugblatt
23768.0|Hakenkreuz|das Hakenkreuz
23771.0|Konsequenz|die Konsequenz
23773.0|Potsdam|Potsdam
23775.0|Fascho|Fascho
23777.0|Wannseekonferenz|die Wannseekonferenz
23780.0|Hochwasser|das Hochwasser
23784.0|Beckenbauer|Beckenbauer
23786.0|Bubatz|das Bubatz
23786.001|Bubatz|der Bubatz
23788.0|legal|legal
23789.0|Raab|die Raab
23795.0|versöhnen|versöhnen
23804.0|gewöhnen|gewöhnen
23818.0|senil|senil
23819.0|Rentner|der Rentner
23822.0|Präsident|der Präsident
23825.0|checken|checken
23836.0|verurteilen|verurteilen
23843.0|wegdrehen|wegdrehen
23846.0|hohl|hohl
23866.0|Björn|Björn
23869.0|Reichskanzler|der Reichskanzler
23883.0|Superheld|der Superheld
23885.0|Not|die Not
23899.0|Flatscreen|der Flatscreen
23906.0|brennend|brennend
23907.0|Karre|die Karre
23919.0|Jesus|Jesus
23939.0|different|different
23974.0|power|power
23980.0|verantwortlich|verantwortlich
24018.0|höchstens|höchstens
24030.0|weiterempfehlen|weiterempfehlen
24046.0|To|die To
24046.001|To|das To
24084.0|Rotweinglas|das Rotweinglas
24141.0|Leon|Leon
24144.0|Löwe|der Löwe
24151.0|Raubtier|das Raubtier
24154.0|Bizeps|der Bizeps
24160.0|Einkaufsmeile|Einkaufsmeile
24161.0|unsicher|unsicher
24162.0|Maria|Maria
24167.0|überfällig|überfällig
24170.0|Sternzeichen|das Sternzeichen
24171.0|Jungfrau|die Jungfrau
24176.0|siebenstellig|siebenstellig
24200.0|Mathematiker|der Mathematiker
24202.0|klären|klären
24282.0|leasen|leasen
24292.0|Trading|Trading
24302.0|arbeiten|arbeiten
24307.0|FC|der FC
24308.0|Bayern|Bayern
24309.0|München|München
24311.0|Dividende|die Dividende
24320.0|erben|erben
24337.0|spiegeln|spiegeln
24344.0|meinetwegen|meinetwegen
24347.0|Spitze|die Spitze
24377.0|Halleluja|das Halleluja
24378.0|halleluja|halleluja
24480.0|wild|wild
24544.0|bejahen|bejahen
24546.0|bewundern|bewundern
24571.0|Spiritus|der Spiritus
24580.0|Genie|das Genie
24582.0|erstrahlen|erstrahlen
24586.0|Marie|die Marie
24587.0|Curie|das Curie
24590.0|Kategorie|die Kategorie
24591.0|Basiswissen|Basiswissen
24592.0|Chemie|die Chemie
24652.0|Betrachtung|die Betrachtung
24662.0|Gruppe|die Gruppe
24738.0|Sonntag|der Sonntag
24745.0|Besonderes|das Besonderes
24757.0|Treffen|das Treffen
24758.0|hä|hä
24762.0|Nichte|die Nichte
24765.0|vierzig|vierzig
24779.0|mitfahren|mitfahren
24808.0|gespannt|gespannt
24833.0|eskalieren|eskalieren
24846.0|zuschauen|zuschauen
24854.0|Onkel|der Onkel
24856.0|besoffen|besoffen
24858.0|Exfrau|die Exfrau
24859.0|kritisieren|kritisieren
24873.0|Verwandtschaft|die Verwandtschaft
24874.0|ausrasten|ausrasten
24876.0|rasten|rasten
24880.0|Opa|der Opa
24890.0|Tante|die Tante
24896.0|Verschwörungstheorie|die Verschwörungstheorie
24934.0|zu Hause|zu Hause
24966.0|Schwager|der Schwager
24975.0|Graf|der Graf
24978.0|Feier|die Feier
24981.0|Nachbar|der Nachbar
24984.0|Garten|der Garten
24993.0|inklusiv|inklusiv
24996.0|antanzen|antanzen
25054.0|gewohnt|gewohnt
25112.0|intim|intim
25126.0|ausprobieren|ausprobieren
25170.0|Küssen|das Küssen
25185.0|Samstagabend|der Samstagabend
25192.0|unanständig|unanständig
25242.0|anlassen|anlassen
25257.0|Schönes|das Schönes
25292.0|Konsens|der Konsens
25457.0|schwierig|schwierig
25461.0|Kindheit|die Kindheit
25469.0|Aperitif|der Aperitif
25473.0|still|still
25488.0|vietnamesisch|vietnamesisch
25503.0|Päckchen|das Päckchen
25512.0|Alkohol|der Alkohol
25516.0|verklagen|verklagen
25526.0|Paragraph|der Paragraph
25552.0|Hexenkunst|die Hexenkunst
25554.0|Einsicht|die Einsicht
25558.0|Besserung|die Besserung
25564.0|Störung|die Störung
25572.0|Persönlichkeit|die Persönlichkeit
25578.0|durchmachen|durchmachen
25592.0|meckern|meckern
25600.0|pubertär|pubertär
25608.0|ritzen|ritzen
25654.0|Gebäude|das Gebäude
25658.0|lyrisch|lyrisch
25665.0|häuslich|häuslich
25671.0|Poesie|die Poesie
25681.0|Tweet|der Tweet
25681.001|Tweet|das Tweet
25688.0|Kafka|Kafka
25699.0|subtil|subtil
25702.0|Nacken|der Nacken
25710.0|Ruhe|die Ruhe
25718.0|Pappe|die Pappe
25733.0|Los|das Los
25737.0|Ton|der Ton
25738.0|boah|boah
25741.0|mega|mega
25745.0|Wunde|die Wunde
25746.0|klaffen|klaffen
25747.0|aua|aua
25758.0|Grundschulklasse|Grundschulklasse
25764.0|Zeile|die Zeile
25767.0|Bewerbungsschreiben|das Bewerbungsschreiben
25780.0|schuld|schuld
25784.0|Schatz|der Schatz
25792.0|Flecke|Flecke
25802.0|fröhlich|fröhlich
25805.0|unhöflich|unhöflich
25856.0|Riesenerfolg|der Riesenerfolg
25878.0|unterwegs|unterwegs
25891.0|Entscheidung|die Entscheidung
25893.0|unbequem|unbequem
25903.0|Dreirad|das Dreirad
25905.0|Sagen|das Sagen
25921.0|dazwischen|dazwischen
25922.0|fordern|fordern
25924.0|Streitkultur|die Streitkultur
25929.0|gelten|gelten
25932.0|die Bundesliga|die Bundesliga
25941.0|Unentschieden|das Unentschieden
25945.0|unentschlossen|unentschlossen
25946.0|Achtung|die Achtung
25947.0|Schenkelklopfer|der Schenkelklopfer
25953.0|Wahlkabine|die Wahlkabine
25955.0|Campingkocher|Campingkocher
25960.0|Huhn|das Huhn
25966.0|Hooligan|der Hooligan
25969.0|Fusel|der Fusel
25970.0|Arznei|die Arznei
25972.0|husten|husten
25976.0|Türkei|die Türkei
25982.0|Partei|die Partei
25996.0|Versuch|der Versuch
26005.0|hamstern|hamstern
26013.0|wechselhaft|wechselhaft
26025.0|Konterbier|Konterbier
26026.0|exen|exen
26028.0|festlegen|festlegen
26033.0|Pro|die Pro
26033.001|Pro|der Pro
26033.002|Pro|das Pro
26035.0|Contra|Contra
26036.0|wiegen|wiegen
26044.0|langwierig|langwierig
26045.0|kompliziert|kompliziert
26055.0|Aufstand|der Aufstand
26058.0|Umstand|der Umstand
26064.0|abwaschbar|abwaschbar
26066.0|BMW|der BMW
26103.0|einsetzen|einsetzen
26116.0|Verbrecher|der Verbrecher
26123.0|Meinungsfreiheit|die Meinungsfreiheit
26127.0|brüllen|brüllen
26132.0|enthalten|enthalten
26149.0|Geschenk|das Geschenk
26158.0|link|link
26161.0|Mittelfinger|der Mittelfinger
26167.0|Gewehr|das Gewehr
26169.0|Hase|der Hase
26169.001|Hase|die Hase
26173.0|Komet|der Komet
26175.0|Krater|der Krater
26181.0|Stereoanlage|die Stereoanlage
26182.0|Bel|Bel
26183.0|Air|das Air
26183.001|Air|die Air
26185.0|Harlem|Harlem
26186.0|Kommerz|Kommerz
26188.0|Marx|Marx
26191.0|Vernunft|die Vernunft
26192.0|Militär|das Militär
26192.001|Militär|der Militär
26196.0|nerven|nerven
26202.0|bekennen|bekennen
26210.0|bunt|bunt
26215.0|Kommentar|der Kommentar
26216.0|verweigern|verweigern
26222.0|Schlusssatz|der Schlusssatz
26228.0|jucken|jucken
26232.0|tolerieren|tolerieren
26235.0|kaputt|kaputt
26348.0|starren|starren
26352.0|Piranha|der Piranha
26361.0|Anja|Anja
26375.0|schlank|schlank
26376.0|Taille|die Taille
26379.0|Medaille|die Medaille
26405.0|Trophäe|die Trophäe
26413.0|Vitrine|die Vitrine
26447.0|Netzwerk|das Netzwerk
26474.0|abholen|abholen
26478.0|Kellner|der Kellner
26505.0|auffangen|auffangen
26585.0|Raum|der Raum
26588.0|Torte|die Torte
26642.0|anhängen|anhängen
26682.0|ölig|ölig
26690.0|Karosse|die Karosse
26692.0|der Regenbogen|der Regenbogen
26700.0|verwöhnen|verwöhnen
26716.0|verängstigen|verängstigen
26728.0|fertig|fertig
26736.0|respektieren|respektieren
26741.0|lackieren|lackieren
26750.0|Dauerschleife|Dauerschleife
26754.0|Grill|der Grill
26757.0|Schnitzel|der Schnitzel
26757.001|Schnitzel|das Schnitzel
26759.0|Grünkern|Grünkern
26771.0|Garage|die Garage
26772.0|knibbeln|knibbeln
26780.0|Kruppstahl|Kruppstahl
26783.0|Rhein|der Rhein
26794.0|Rauch|der Rauch
26825.0|reiben|reiben
26827.0|Öl|das Öl
26831.0|canceln|canceln
26832.0|Feuerwerk|das Feuerwerk
26834.0|Schützenverein|der Schützenverein
26841.0|Husch|Husch
26842.0|husch|husch
26856.0|zurückwünschen|zurückwünschen
26860.0|Ampel|die Ampel
26903.0|verhüllen|verhüllen
26905.0|behaart|behaart
26907.0|N-Wort|das N-Wort
26928.0|verzichten|verzichten
26929.0|verwehren|verwehren
26946.0|schwenken|schwenken
27038.0|Internet|das Internet
27059.0|Will|Will
27070.0|sechzehn|sechzehn
27078.0|wovon|wovon
27093.0|Computer|der Computer
27112.0|Trümmerfeld|das Trümmerfeld
27126.0|Meter|der Meter
27126.001|Meter|das Meter
27130.0|Kinderbett|das Kinderbett
27131.0|eingeschlossen|eingeschlossen
27141.0|konzentrieren|konzentrieren
27189.0|dazugehören|dazugehören
27193.0|ISDN|das ISDN
27206.0|erlegen|erlegen
27211.0|DSL|das DSL
27215.0|früher|früher
27239.0|Smalltalk|der Smalltalk
27239.001|Smalltalk|das Smalltalk
27247.0|Schwachkopf|der Schwachkopf
27250.0|Tab|der Tab
27424.0|die News|die News
27429.0|die Speech|die Speech
27432.0|Dopamin|das Dopamin
27433.0|Deepfake|der Deepfake
27433.001|Deepfake|das Deepfake
27440.0|der Spam|das Spam
27440.001|der Spam|der Spam
27440.002|der Spam|die Spam
27460.0|gefährlich|gefährlich
27467.0|Bergziege|die Bergziege
27476.0|Zerrspiegel|der Zerrspiegel
27484.0|Termite|die Termite
27488.0|universell|universell
27494.0|Omega|das Omega
27501.0|Dromedar|das Dromedar
27506.0|Na|Na
27510.0|sonnenklar|sonnenklar
27512.0|Holland|Holland
27517.0|Holländer|der Holländer
27520.0|holländisch|holländisch
27536.0|Pinguin|der Pinguin
27545.0|Insulin|das Insulin
27554.0|Stimmungstief|Stimmungstief
27557.0|totgeglaubt|totgeglaubt
27561.0|Staatsfeind|der Staatsfeind
27563.0|Holocaust|der Holocaust
27563.001|Holocaust|das Holocaust
27570.0|Vogelstrauß|der Vogelstrauß
27579.0|Dicke|die Dicke
27597.0|Reifen|der Reifen
27603.0|erleben|erleben
27611.0|Fußvolk|das Fußvolk
27616.0|ausreiten|ausreiten
27633.0|kontrollieren|kontrollieren
27658.0|Staubwedel|der Staubwedel
27665.0|Maulesel|der Maulesel
27671.0|Zaunpfahl|der Zaunpfahl
27674.0|Faustschlag|der Faustschlag
27676.0|Playback|Playback
27686.0|Teebeutel|der Teebeutel
27693.0|Schneeeule|Schneeeule
27701.0|Seeleute|Seeleute
27705.0|betäuben|betäuben
27709.0|Hinterlist|die Hinterlist
27712.0|hinderlich|hinderlich
27719.0|Tintenfisch|der Tintenfisch
27732.0|Aus|das Aus
27733.0|Zucker|der Zucker
27737.0|Finsternis|die Finsternis
27754.0|Steckenpferd|das Steckenpferd
27756.0|der Fremde|die Fremde
27759.0|sabotieren|sabotieren
27762.0|Hexenwerk|das Hexenwerk
27766.0|Märchenwald|Märchenwald
27836.0|Reiten|das Reiten
27850.0|Heuschrecke|die Heuschrecke
