#separator:tab
#html:false
{{c1::2}} × {{c2::2}} = {{c3::4}}
{{c1::2}} × {{c2::3}} = {{c3::6}}
{{c1::2}} × {{c2::4}} = {{c3::8}}
{{c1::2}} × {{c2::5}} = {{c3::10}}
{{c1::2}} × {{c2::6}} = {{c3::12}}
{{c1::2}} × {{c2::7}} = {{c3::14}}
{{c1::2}} × {{c2::8}} = {{c3::16}}
{{c1::2}} × {{c2::9}} = {{c3::18}}
{{c1::2}} × {{c2::10}} = {{c3::20}}
{{c1::2}} × {{c2::11}} = {{c3::22}}
{{c1::2}} × {{c2::12}} = {{c3::24}}
{{c1::2}} × {{c2::13}} = {{c3::26}}
{{c1::2}} × {{c2::14}} = {{c3::28}}
{{c1::2}} × {{c2::15}} = {{c3::30}}
{{c1::2}} × {{c2::16}} = {{c3::32}}
{{c1::2}} × {{c2::17}} = {{c3::34}}
{{c1::2}} × {{c2::18}} = {{c3::36}}
{{c1::2}} × {{c2::19}} = {{c3::38}}
{{c1::2}} × {{c2::20}} = {{c3::40}}
{{c1::3}} × {{c2::2}} = {{c3::6}}
{{c1::3}} × {{c2::3}} = {{c3::9}}
{{c1::3}} × {{c2::4}} = {{c3::12}}
{{c1::3}} × {{c2::5}} = {{c3::15}}
{{c1::3}} × {{c2::6}} = {{c3::18}}
{{c1::3}} × {{c2::7}} = {{c3::21}}
{{c1::3}} × {{c2::8}} = {{c3::24}}
{{c1::3}} × {{c2::9}} = {{c3::27}}
{{c1::3}} × {{c2::10}} = {{c3::30}}
{{c1::3}} × {{c2::11}} = {{c3::33}}
{{c1::3}} × {{c2::12}} = {{c3::36}}
{{c1::3}} × {{c2::13}} = {{c3::39}}
{{c1::3}} × {{c2::14}} = {{c3::42}}
{{c1::3}} × {{c2::15}} = {{c3::45}}
{{c1::3}} × {{c2::16}} = {{c3::48}}
{{c1::3}} × {{c2::17}} = {{c3::51}}
{{c1::3}} × {{c2::18}} = {{c3::54}}
{{c1::3}} × {{c2::19}} = {{c3::57}}
{{c1::3}} × {{c2::20}} = {{c3::60}}
{{c1::4}} × {{c2::2}} = {{c3::8}}
{{c1::4}} × {{c2::3}} = {{c3::12}}
{{c1::4}} × {{c2::4}} = {{c3::16}}
{{c1::4}} × {{c2::5}} = {{c3::20}}
{{c1::4}} × {{c2::6}} = {{c3::24}}
{{c1::4}} × {{c2::7}} = {{c3::28}}
{{c1::4}} × {{c2::8}} = {{c3::32}}
{{c1::4}} × {{c2::9}} = {{c3::36}}
{{c1::4}} × {{c2::10}} = {{c3::40}}
{{c1::4}} × {{c2::11}} = {{c3::44}}
{{c1::4}} × {{c2::12}} = {{c3::48}}
{{c1::4}} × {{c2::13}} = {{c3::52}}
{{c1::4}} × {{c2::14}} = {{c3::56}}
{{c1::4}} × {{c2::15}} = {{c3::60}}
{{c1::4}} × {{c2::16}} = {{c3::64}}
{{c1::4}} × {{c2::17}} = {{c3::68}}
{{c1::4}} × {{c2::18}} = {{c3::72}}
{{c1::4}} × {{c2::19}} = {{c3::76}}
{{c1::4}} × {{c2::20}} = {{c3::80}}
{{c1::5}} × {{c2::2}} = {{c3::10}}
{{c1::5}} × {{c2::3}} = {{c3::15}}
{{c1::5}} × {{c2::4}} = {{c3::20}}
{{c1::5}} × {{c2::5}} = {{c3::25}}
{{c1::5}} × {{c2::6}} = {{c3::30}}
{{c1::5}} × {{c2::7}} = {{c3::35}}
{{c1::5}} × {{c2::8}} = {{c3::40}}
{{c1::5}} × {{c2::9}} = {{c3::45}}
{{c1::5}} × {{c2::10}} = {{c3::50}}
{{c1::5}} × {{c2::11}} = {{c3::55}}
{{c1::5}} × {{c2::12}} = {{c3::60}}
{{c1::5}} × {{c2::13}} = {{c3::65}}
{{c1::5}} × {{c2::14}} = {{c3::70}}
{{c1::5}} × {{c2::15}} = {{c3::75}}
{{c1::5}} × {{c2::16}} = {{c3::80}}
{{c1::5}} × {{c2::17}} = {{c3::85}}
{{c1::5}} × {{c2::18}} = {{c3::90}}
{{c1::5}} × {{c2::19}} = {{c3::95}}
{{c1::5}} × {{c2::20}} = {{c3::100}}
{{c1::6}} × {{c2::2}} = {{c3::12}}
{{c1::6}} × {{c2::3}} = {{c3::18}}
{{c1::6}} × {{c2::4}} = {{c3::24}}
{{c1::6}} × {{c2::5}} = {{c3::30}}
{{c1::6}} × {{c2::6}} = {{c3::36}}
{{c1::6}} × {{c2::7}} = {{c3::42}}
{{c1::6}} × {{c2::8}} = {{c3::48}}
{{c1::6}} × {{c2::9}} = {{c3::54}}
{{c1::6}} × {{c2::10}} = {{c3::60}}
{{c1::6}} × {{c2::11}} = {{c3::66}}
{{c1::6}} × {{c2::12}} = {{c3::72}}
{{c1::6}} × {{c2::13}} = {{c3::78}}
{{c1::6}} × {{c2::14}} = {{c3::84}}
{{c1::6}} × {{c2::15}} = {{c3::90}}
{{c1::6}} × {{c2::16}} = {{c3::96}}
{{c1::6}} × {{c2::17}} = {{c3::102}}
{{c1::6}} × {{c2::18}} = {{c3::108}}
{{c1::6}} × {{c2::19}} = {{c3::114}}
