#separator:tab
#html:false
{{c1::2}} × {{c2::2}} = {{c3::4}}
{{c1::2}} × {{c2::3}} = {{c3::6}}
{{c1::2}} × {{c2::4}} = {{c3::8}}
{{c1::2}} × {{c2::5}} = {{c3::10}}
{{c1::2}} × {{c2::6}} = {{c3::12}}
{{c1::2}} × {{c2::7}} = {{c3::14}}
{{c1::2}} × {{c2::8}} = {{c3::16}}
{{c1::2}} × {{c2::9}} = {{c3::18}}
{{c1::2}} × {{c2::10}} = {{c3::20}}
{{c1::3}} × {{c2::2}} = {{c3::6}}
{{c1::3}} × {{c2::3}} = {{c3::9}}
{{c1::3}} × {{c2::4}} = {{c3::12}}
{{c1::3}} × {{c2::5}} = {{c3::15}}
{{c1::3}} × {{c2::6}} = {{c3::18}}
{{c1::3}} × {{c2::7}} = {{c3::21}}
{{c1::3}} × {{c2::8}} = {{c3::24}}
{{c1::3}} × {{c2::9}} = {{c3::27}}
{{c1::3}} × {{c2::10}} = {{c3::30}}
{{c1::4}} × {{c2::2}} = {{c3::8}}
{{c1::4}} × {{c2::3}} = {{c3::12}}
{{c1::4}} × {{c2::4}} = {{c3::16}}
{{c1::4}} × {{c2::5}} = {{c3::20}}
{{c1::4}} × {{c2::6}} = {{c3::24}}
{{c1::4}} × {{c2::7}} = {{c3::28}}
{{c1::4}} × {{c2::8}} = {{c3::32}}
{{c1::4}} × {{c2::9}} = {{c3::36}}
{{c1::4}} × {{c2::10}} = {{c3::40}}
{{c1::5}} × {{c2::2}} = {{c3::10}}
{{c1::5}} × {{c2::3}} = {{c3::15}}
{{c1::5}} × {{c2::4}} = {{c3::20}}
{{c1::5}} × {{c2::5}} = {{c3::25}}
{{c1::5}} × {{c2::6}} = {{c3::30}}
{{c1::5}} × {{c2::7}} = {{c3::35}}
{{c1::5}} × {{c2::8}} = {{c3::40}}
{{c1::5}} × {{c2::9}} = {{c3::45}}
{{c1::5}} × {{c2::10}} = {{c3::50}}
{{c1::6}} × {{c2::2}} = {{c3::12}}
{{c1::6}} × {{c2::3}} = {{c3::18}}
{{c1::6}} × {{c2::4}} = {{c3::24}}
{{c1::6}} × {{c2::5}} = {{c3::30}}
{{c1::6}} × {{c2::6}} = {{c3::36}}
{{c1::6}} × {{c2::7}} = {{c3::42}}
{{c1::6}} × {{c2::8}} = {{c3::48}}
{{c1::6}} × {{c2::9}} = {{c3::54}}
{{c1::6}} × {{c2::10}} = {{c3::60}}
{{c1::7}} × {{c2::2}} = {{c3::14}}
{{c1::7}} × {{c2::3}} = {{c3::21}}
{{c1::7}} × {{c2::4}} = {{c3::28}}
{{c1::7}} × {{c2::5}} = {{c3::35}}
{{c1::7}} × {{c2::6}} = {{c3::42}}
{{c1::7}} × {{c2::7}} = {{c3::49}}
{{c1::7}} × {{c2::8}} = {{c3::56}}
{{c1::7}} × {{c2::9}} = {{c3::63}}
{{c1::7}} × {{c2::10}} = {{c3::70}}
{{c1::8}} × {{c2::2}} = {{c3::16}}
{{c1::8}} × {{c2::3}} = {{c3::24}}
{{c1::8}} × {{c2::4}} = {{c3::32}}
{{c1::8}} × {{c2::5}} = {{c3::40}}
{{c1::8}} × {{c2::6}} = {{c3::48}}
{{c1::8}} × {{c2::7}} = {{c3::56}}
{{c1::8}} × {{c2::8}} = {{c3::64}}
{{c1::8}} × {{c2::9}} = {{c3::72}}
{{c1::8}} × {{c2::10}} = {{c3::80}}
{{c1::9}} × {{c2::2}} = {{c3::18}}
{{c1::9}} × {{c2::3}} = {{c3::27}}
{{c1::9}} × {{c2::4}} = {{c3::36}}
{{c1::9}} × {{c2::5}} = {{c3::45}}
{{c1::9}} × {{c2::6}} = {{c3::54}}
{{c1::9}} × {{c2::7}} = {{c3::63}}
{{c1::9}} × {{c2::8}} = {{c3::72}}
{{c1::9}} × {{c2::9}} = {{c3::81}}
{{c1::9}} × {{c2::10}} = {{c3::90}}
{{c1::10}} × {{c2::2}} = {{c3::20}}
{{c1::10}} × {{c2::3}} = {{c3::30}}
{{c1::10}} × {{c2::4}} = {{c3::40}}
{{c1::10}} × {{c2::5}} = {{c3::50}}
{{c1::10}} × {{c2::6}} = {{c3::60}}
{{c1::10}} × {{c2::7}} = {{c3::70}}
{{c1::10}} × {{c2::8}} = {{c3::80}}
{{c1::10}} × {{c2::9}} = {{c3::90}}
{{c1::10}} × {{c2::10}} = {{c3::100}}
